Details,Accession,Release_Date,Species,Genus,Family,Length,Nuc._Completeness,Genotype,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
,HQ890528,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-10-08,,"SARS coronavirus MA15 ExoN1 isolate d2ym3, complete genome"
,JF292919,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-09-19,,"SARS coronavirus MA15 isolate d3om4, complete genome"
,HQ890546,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-09-17,,"SARS coronavirus MA15 isolate d2om5, complete genome"
,HQ890543,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-09-17,,"SARS coronavirus MA15 isolate d2om2, complete genome"
,JF292922,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29647,complete,,USA,,,2009-03-18,,"SARS coronavirus ExoN1 isolate c5P1, complete genome"
,HQ890539,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-09-18,,"SARS coronavirus MA15 ExoN1 isolate d3om1, complete genome"
,JF292916,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-09-19,,"SARS coronavirus MA15 isolate d3om1, complete genome"
,JF292914,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-10-10,,"SARS coronavirus MA15 isolate d4ym4, complete genome"
,KF530080,2013-10-07T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30577,complete,,USA,Homo sapiens,,1997-12-18,,"Human coronavirus OC43 strain OC43/human/USA/9712-31/1997, complete genome"
,KF514403,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2010-10-01,,"SARS coronavirus ExoN1 strain SARS/VeroE6_lab/USA/ExoN1_c5.1P20/2010, complete genome"
,KF514401,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2010-10-01,,"SARS coronavirus ExoN1 strain SARS/VeroE6_lab/USA/ExoN1_c5.5P20/2010, complete genome"
,KF530073,2013-10-07T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30577,complete,,USA,Homo sapiens,,1989-12-21,,"Human coronavirus OC43 strain OC43/human/USA/8912-37/1989, complete genome"
,KF514417,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2010-10-01,,"SARS coronavirus ExoN1 strain SARS/VeroE6_lab/USA/ExoN1_c5.3P20/2010, complete genome"
,JF292905,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-09-18,,"SARS coronavirus MA15 ExoN1 isolate d3om4, complete genome"
,JF292911,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-10-10,,"SARS coronavirus MA15 isolate d4ym1, complete genome"
,JF292906,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-09-18,,"SARS coronavirus MA15 ExoN1 isolate d3om5, complete genome"
,JF292908,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-08-10,,"SARS coronavirus MA15 isolate d2ym3, complete genome"
,HQ890544,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-09-17,,"SARS coronavirus MA15 isolate d2om3, complete genome"
,HQ890541,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-10-08,,"SARS coronavirus MA15 isolate d2ym1, complete genome"
,HQ890545,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-09-17,,"SARS coronavirus MA15 isolate d2om4, complete genome"
,JF292918,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-09-19,,"SARS coronavirus MA15 isolate d3om3, complete genome"
,HQ890530,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-10-08,,"SARS coronavirus MA15 ExoN1 isolate d2ym5, complete genome"
,JF292907,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-08-10,,"SARS coronavirus MA15 isolate d2ym2, complete genome"
,HQ890540,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-09-18,,"SARS coronavirus MA15 ExoN1 isolate d3om2, complete genome"
,HQ890538,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-09-17,,"SARS coronavirus MA15 ExoN1 isolate d2om5, complete genome"
,JF292921,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,,,2009-03-18,,"SARS coronavirus wtic-MB isolate c1P1, complete genome"
,HQ890529,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-10-08,,"SARS coronavirus MA15 ExoN1 isolate d2ym4, complete genome"
,JF292920,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-09-19,,"SARS coronavirus MA15 isolate d3om5, complete genome"
,HQ890536,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-09-17,,"SARS coronavirus MA15 ExoN1 isolate d2om3, complete genome"
,JF292917,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-09-19,,"SARS coronavirus MA15 isolate d3om2, complete genome"
,JX163923,2012-09-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,,,2010-02-10,,"SARS coronavirus isolate Tor2/FP1-10912, complete genome"
,JX169866,2012-07-28T00:00:00Z,Murine coronavirus,Betacoronavirus,Coronaviridae,30729,complete,,USA,,,1947-08-14,,"Murine coronavirus strain JHM-WU-Dns2, complete genome"
,KF514420,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2009-05-19,,"SARS coronavirus ExoN1 strain SARS/VeroE6_lab/USA/ExoN1_c5P10/2009, complete genome"
,KF530075,2013-10-07T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30577,complete,,USA,Homo sapiens,,1995-03-09,,"Human coronavirus OC43 strain OC43/human/USA/953-23/1995, complete genome"
,KF530088,2013-10-07T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30578,complete,,USA,Homo sapiens,,1990-01-23,,"Human coronavirus OC43 strain OC43/human/USA/901-54/1990, complete genome"
,KF514412,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2009-07-08,,"SARS coronavirus ExoN1 strain SARS/VeroE6_lab/USA/ExoN1_c13P20/2009, complete genome"
,KF514418,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2009-03-18,,"SARS coronavirus wtic-MB strain SARS/VeroE6_lab/USA/WTic_c3P1/2009, complete genome"
,JX163925,2012-09-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,,,2010-02-05,,"SARS coronavirus isolate Tor2/FP1-10895, complete genome"
,KF514399,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2010-10-01,,"SARS coronavirus wtic-MB strain SARS/VeroE6_lab/USA/WTic_c1.1P20/2010, complete genome"
,KF514406,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2009-03-18,,"SARS coronavirus ExoN1 strain SARS/VeroE6_lab/USA/ExoN1_c13P1/2009, complete genome"
,KF530082,2013-10-07T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30581,complete,,USA,Homo sapiens,,1991-02-07,,"Human coronavirus OC43 strain OC43/human/USA/912-11/1991, complete genome"
,KF514410,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2009-07-08,,"SARS coronavirus ExoN1 strain SARS/VeroE6_lab/USA/ExoN1_c8P20/2009, complete genome"
,KF514402,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2010-10-01,,"SARS coronavirus ExoN1 strain SARS/VeroE6_lab/USA/ExoN1_c5.6P20/2010, complete genome"
,KF514413,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2010-10-01,,"SARS coronavirus wtic-MB strain SARS/VeroE6_lab/USA/WTic_c1.6P20/2010, complete genome"
,KF514395,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2009-03-18,,"SARS coronavirus ExoN1 strain SARS/VeroE6_lab/USA/ExoN1_c8P1/2009, complete genome"
,KF514409,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2009-07-08,,"SARS coronavirus wtic-MB strain SARS/VeroE6_lab/USA/WTic_c2P20/2009, complete genome"
,KF514415,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2010-10-01,,"SARS coronavirus wtic-MB strain SARS/VeroE6_lab/USA/WTic_c1.7P20/2010, complete genome"
,KF530094,2013-10-07T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30581,complete,,USA,Homo sapiens,,1991-02-22,,"Human coronavirus OC43 strain OC43/human/USA/912-36/1991, complete genome"
,HQ890534,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-09-17,,"SARS coronavirus MA15 ExoN1 isolate d2om1, complete genome"
,JF292912,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-10-10,,"SARS coronavirus MA15 isolate d4ym2, complete genome"
,JF292904,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29645,complete,,USA,Mus musculus,,2008-09-18,,"SARS coronavirus MA15 ExoN1 isolate d3om3, complete genome"
,KF514388,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2010-10-01,,"SARS coronavirus wtic-MB strain SARS/VeroE6_lab/USA/WTic_c1.5P20/2010, complete genome"
,KC164505,2012-12-05T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30111,complete,,United Kingdom,Homo sapiens,,2012-09-11,,"Betacoronavirus England 1, complete genome"
,KF961222,2013-12-23T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30086,complete,,Qatar,Homo sapiens,,2013-10-17,,"Middle East respiratory syndrome coronavirus isolate Qatar4, complete genome"
,KF961221,2013-12-23T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30090,complete,,Qatar,Homo sapiens,,2013-10-13,,"Middle East respiratory syndrome coronavirus isolate Qatar3, complete genome"
,KF906251,2014-04-02T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,31052,complete,,United Arab Emirates,Camelus bactrianus,,2013-05-21,,"Dromedary camel coronavirus HKU23 strain HKU23-368F, complete genome"
,KF906250,2014-04-02T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,31052,complete,,United Arab Emirates,Camelus bactrianus,,2013-05-15,,"Dromedary camel coronavirus HKU23 strain HKU23-362F, complete genome"
,AY345987,2003-11-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29736,complete,,,,,,,"SARS coronavirus CUHK-AG02, complete genome"
,AY345988,2003-11-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29736,complete,,,,,,,"SARS coronavirus CUHK-AG03, complete genome"
,AY394979,2004-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29645,complete,,,,,,,"SARS coronavirus GZ-C, complete genome"
,AY394991,2004-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29736,complete,,,,,,,"SARS coronavirus HZS2-Fc, complete genome"
,AY357076,2003-11-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29745,complete,,,,,,,"SARS coronavirus PUMC03, complete genome"
,AY502929,2004-01-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29729,complete,,Taiwan,,,,,"SARS coronavirus TW6, complete genome"
,AY502928,2004-01-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29729,complete,,Taiwan,,,,,"SARS coronavirus TW5, complete genome"
,AY390556,2004-01-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29760,complete,,China,,,,,"SARS coronavirus GZ02, complete genome"
,AY310120,2003-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29740,complete,,,,,,,"SARS coronavirus FRA, complete genome"
,AY461660,2003-11-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29715,complete,,Russia,,,,,"SARS coronavirus SoD, complete genome"
,AY345986,2003-11-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29736,complete,,,,,,,"SARS coronavirus CUHK-AG01, complete genome"
,AY283798,2003-05-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29711,complete,,Singapore,,,,,"SARS coronavirus Sin2774, complete genome"
,AY502926,2004-01-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29729,complete,,Taiwan,,,,,"SARS coronavirus TW3, complete genome"
,AY304495,2003-09-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29720,complete,,Hong Kong,,,,,"SARS coronavirus GZ50, complete genome"
,AY278554,2003-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29736,complete,,China,,,,,"SARS coronavirus CUHK-W1, complete genome"
,AY283797,2003-05-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29706,complete,,Singapore,,,,,"SARS coronavirus Sin2748, complete genome"
,AY304488,2003-09-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29731,complete,,Hong Kong,,,,,"SARS coronavirus SZ16, complete genome"
,JX860640,2012-11-18T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,31028,complete,,South Korea,Canis lupus familiaris,lung,2008,,"Canine respiratory coronavirus strain K37, complete genome"
,AY700211,2004-08-31T00:00:00Z,Murine coronavirus,Betacoronavirus,Coronaviridae,31335,complete,,,,,,,"Murine hepatitis virus strain A59, complete genome"
,AY394850,2003-09-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29728,complete,,,,,,,"SARS coronavirus WHU, complete genome"
,AF391541,2001-08-02T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,31028,complete,,,,,,,"Bovine coronavirus isolate BCoV-ENT, complete genome"
,AY613947,2005-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29730,complete,,China,,,,,"SARS coronavirus GZ0402, complete genome"
,AY654624,2004-07-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29745,complete,,,,,,,"SARS coronavirus TJF, complete genome"
,AY613948,2005-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29730,complete,,China,Paradoxurus hermaphroditus,,,,"SARS coronavirus PC4-13, complete genome"
,AY613950,2005-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29728,complete,,China,Paradoxurus hermaphroditus,,,,"SARS coronavirus PC4-227, complete genome"
,AY559083,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29767,complete,,Singapore,,,,,"SARS coronavirus Sin3408, complete genome"
,AY559082,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29670,complete,,Singapore,,,,,"SARS coronavirus Sin852, complete genome"
,DQ084200,2005-09-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29711,complete,,,,,,,"bat SARS coronavirus HKU3-3, complete genome"
,DQ084199,2005-09-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,,,,,,"bat SARS coronavirus HKU3-2, complete genome"
,AY572035,2005-08-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29518,complete,,China,Viverridae,feces,,,"SARS coronavirus civet010, complete genome"
,DQ071615,2005-10-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29736,complete,,China,Chiroptera,,,,"Bat SARS coronavirus Rp3, complete genome"
,AF220295,2001-12-12T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,31100,complete,,,,,,,"Bovine coronavirus strain Quebec, complete genome"
,AY297028,2003-05-19T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29715,complete,,,,,,,"SARS coronavirus ZJ01, complete genome"
,AY559081,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29716,complete,,Singapore,,,,,"SARS coronavirus Sin842, complete genome"
,AY559095,2004-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29719,complete,,Singapore,,,,,"SARS coronavirus Sin847, complete genome"
