Name,Rank,Number of Births,year
Latoya,677,3,2004
Liadan,677,3,2004
Lyndsey,677,3,2004
Makenzie,677,3,2004
Adah,677,3,2004
Adelina,677,3,2004
Azra,677,3,2004
Carragh,677,3,2004
Cindy,677,3,2004
Darcie,677,3,2004
Drew,677,3,2004
Elly,677,3,2004
Felicity,677,3,2004
Liz,677,3,2004
Lottie,677,3,2004
Miah,677,3,2004
Noor,677,3,2004
Rhona,677,3,2004
Rowan,677,3,2004
Tierna,677,3,2004
Aibhin,677,3,2004
Aicha,677,3,2004
Aishlinn,677,3,2004
Alyx,677,3,2004
Ami,677,3,2004
Anjolaoluwa,677,3,2004
Athena,677,3,2004
Bo,677,3,2004
Bobbie,677,3,2004
Brenna,677,3,2004
Brianne,677,3,2004
Charlize,677,3,2004
Cheryl,677,3,2004
Chiamaka,677,3,2004
Chinyere,677,3,2004
Comfort,677,3,2004
Cushla,677,3,2004
Dasha,677,3,2004
Debra,677,3,2004
Dominique,677,3,2004
Eavan,677,3,2004
Eimer,677,3,2004
Eimhear,677,3,2004
Eimile,677,3,2004
Ele,677,3,2004
Elenor,677,3,2004
Fatoumata,677,3,2004
Fina,677,3,2004
Finola,677,3,2004
Fleur,677,3,2004
Gail,677,3,2004
Gift,677,3,2004
Giselle,677,3,2004
Goodness,677,3,2004
Hiba,677,3,2004
Hillary,677,3,2004
Inioluwa,677,3,2004
Ivana,677,3,2004
Jael,677,3,2004
Kady,677,3,2004
Kailey,677,3,2004
Kameela,677,3,2004
Kareena,677,3,2004
Karyn,677,3,2004
Kehinde,677,3,2004
Ketsia,677,3,2004
Kiah,677,3,2004
Kristen,677,3,2004
Krystal,677,3,2004
Labhaoise,677,3,2004
Lauran,677,3,2004
Lindsay,677,3,2004
Maedhbh,677,3,2004
Maoliosa,677,3,2004
Marcella,677,3,2004
Marianna,677,3,2004
Marisa,677,3,2004
Mona,677,3,2004
Neda,677,3,2004
Nollaig,677,3,2004
Ogochukwu,677,3,2004
Olamide,677,3,2004
Oluwadamilare,677,3,2004
Oluwasemilore,677,3,2004
Oriel,677,3,2004
Phoenix,677,3,2004
Priscilla,677,3,2004
Promise,677,3,2004
Rana,677,3,2004
Rena,677,3,2004
Rioghna,677,3,2004
Sadia,677,3,2004
Shannen,677,3,2004
Shantelle,677,3,2004
Shaunagh,677,3,2004
Sidney,677,3,2004
Siona,677,3,2004
Tania,677,3,2004
Temiloluwa,677,3,2004
Vicki,677,3,2004
Vittoria,677,3,2004
Yasmeen,677,3,2004
Yetunde,677,3,2004
Zora,677,3,2004
Mea,677,3,2004
Kaithlin,677,3,2004
Ivanna,677,3,2004
Emma,1,703,2005
Sarah,2,642,2005
Katie,3,575,2005
Amy,4,510,2005
Aoife,5,492,2005
Ciara,6,484,2005
Sophie,7,451,2005
Chloe,8,440,2005
Leah,9,427,2005
Ella,10,405,2005
Emily,11,385,2005
Rachel,12,381,2005
Niamh,13,375,2005
Grace,14,369,2005
Rebecca,15,353,2005
Hannah,16,350,2005
Caoimhe,17,345,2005
Ava,18,339,2005
Lauren,19,312,2005
Jessica,20,311,2005
Anna,21,290,2005
Kate,22,284,2005
Roisin,23,280,2005
Lucy,24,275,2005
Molly,25,261,2005
Megan,26,248,2005
Abbie,27,236,2005
Laura,28,231,2005
Holly,29,228,2005
Ellen,30,220,2005
Aisling,31,204,2005
Ellie,32,193,2005
Mia,33,192,2005
Caitlin,34,191,2005
Aine,35,187,2005
Saoirse,36,186,2005
Nicole,37,172,2005
Shauna,38,168,2005
Tara,39,165,2005
Erin,40,158,2005
Katelyn,41,153,2005
Clodagh,42,152,2005
Zoe,43,150,2005
Eimear,44,148,2005
Abigail,45,146,2005
Aimee,46,141,2005
Sinead,47,137,2005
Mary,48,133,2005
Eva,49,131,2005
Robyn,50,126,2005
Alannah,51,123,2005
Lily,52,119,2005
Orla,53,115,2005
Eabha,54,109,2005
Jade,55,108,2005
Shannon,56,107,2005
Eve,57,106,2005
Ruby,58,99,2005
Olivia,58,99,2005
Kayleigh,58,99,2005
Maria,58,99,2005
Isabelle,62,98,2005
Jennifer,63,97,2005
Aoibhe,64,95,2005
Jane,65,94,2005
Cara,66,87,2005
Kayla,67,86,2005
Charlotte,67,86,2005
Elizabeth,69,85,2005
Amber,70,84,2005
Abby,71,79,2005
Kelly,72,78,2005
Sadhbh,73,77,2005
Ruth,73,77,2005
Isabel,75,76,2005
Louise,76,75,2005
Jodie,76,75,2005
Orlaith,78,72,2005
Alanna,79,70,2005
Claire,79,70,2005
Alexandra,81,69,2005
Alice,82,68,2005
Catherine,83,67,2005
Michelle,84,66,2005
Sophia,85,65,2005
Maeve,85,65,2005
Emer,85,65,2005
Zara,88,64,2005
Isobel,88,64,2005
Alicia,88,64,2005
Amelia,91,63,2005
Alisha,91,63,2005
Isabella,93,62,2005
Clara,93,62,2005
Alison,93,62,2005
Lisa,93,62,2005
Julia,97,61,2005
Heather,97,61,2005
Hazel,99,60,2005
Danielle,100,59,2005
Faye,101,58,2005
Grainne,101,58,2005
Fiona,101,58,2005
Ailbhe,104,54,2005
Georgia,104,54,2005
Abi,104,54,2005
Michaela,107,53,2005
Meabh,108,52,2005
Aoibheann,109,51,2005
Naomi,110,50,2005
Andrea,110,50,2005
Alex,112,49,2005
Aoibhin,112,49,2005
Victoria,114,47,2005
Aoibhinn,114,47,2005
Muireann,116,45,2005
Taylor,117,44,2005
Siobhan,117,44,2005
Freya,119,42,2005
Gemma,119,42,2005
Laoise,119,42,2005
Hollie,122,41,2005
Sara,123,40,2005
Lara,123,40,2005
Alana,123,40,2005
Eleanor,123,40,2005
Mollie,123,40,2005
Brooke,128,39,2005
Millie,128,39,2005
Tori,128,39,2005
Sorcha,131,38,2005
Erica,131,38,2005
Melissa,133,37,2005
Kelsey,134,36,2005
Natasha,135,35,2005
Samantha,135,35,2005
Jenna,137,34,2005
Annie,138,33,2005
Leanne,138,33,2005
Keelin,138,33,2005
Cliona,138,33,2005
Margaret,142,32,2005
Abbey,142,32,2005
Chelsea,142,32,2005
Casey,142,32,2005
Julie,142,32,2005
Rachael,142,32,2005
Ali,148,31,2005
Naoise,148,31,2005
Faith,148,31,2005
Jasmine,151,30,2005
Sofia,151,30,2005
Courtney,151,30,2005
Kerri,151,30,2005
Siofra,155,29,2005
Hayley,155,29,2005
Bronagh,155,29,2005
Paige,155,29,2005
Katherine,155,29,2005
Keira,160,28,2005
Claudia,160,28,2005
Helen,160,28,2005
Elle,160,28,2005
Kiera,160,28,2005
Lorna,160,28,2005
Nicola,166,27,2005
Mya,166,27,2005
Evie,166,27,2005
Carla,166,27,2005
Beth,166,27,2005
Nadine,166,27,2005
Caroline,166,27,2005
Lilly,173,26,2005
Layla,173,26,2005
Elisha,173,26,2005
Mairead,173,26,2005
Kerry,173,26,2005
Maya,178,25,2005
Daisy,178,25,2005
Angel,178,25,2005
Cliodhna,178,25,2005
Dearbhla,178,25,2005
Kacey,178,25,2005
Martha,184,24,2005
Amanda,184,24,2005
Lydia,184,24,2005
Nikita,184,24,2005
Kathleen,188,23,2005
Stephanie,188,23,2005
Nora,188,23,2005
Patricia,188,23,2005
Ashling,188,23,2005
Ally,188,23,2005
Lauryn,188,23,2005
Doireann,195,22,2005
Vanessa,195,22,2005
Shona,195,22,2005
Gabrielle,195,22,2005
Rose,195,22,2005
Bridget,195,22,2005
Kellie,195,22,2005
Juliette,195,22,2005
Serena,195,22,2005
Cora,204,21,2005
Moya,204,21,2005
Brianna,204,21,2005
Alyssa,204,21,2005
Skye,204,21,2005
Lana,204,21,2005
Esther,204,21,2005
Lucia,211,20,2005
Kathlyn,211,20,2005
Christina,213,19,2005
Aishling,213,19,2005
Tegan,213,19,2005
Chantelle,213,19,2005
Ann,213,19,2005
Natalie,213,19,2005
Jamie,213,19,2005
Kirsty,213,19,2005
Kaitlyn,221,18,2005
Keeva,221,18,2005
Elena,221,18,2005
Amelie,221,18,2005
Sasha,221,18,2005
Kirsten,221,18,2005
Aaliyah,221,18,2005
Meadhbh,221,18,2005
Aislinn,221,18,2005
Tamara,221,18,2005
Aliyah,221,18,2005
Leona,232,17,2005
Blathnaid,232,17,2005
Rosie,232,17,2005
Tia,232,17,2005
Evelyn,232,17,2005
Caitlyn,232,17,2005
Maia,232,17,2005
Susan,232,17,2005
Deborah,232,17,2005
Kathryn,232,17,2005
Rebekah,232,17,2005
Mikayla,232,17,2005
Elaine,232,17,2005
Sienna,245,16,2005
Eadaoin,245,16,2005
Marie,245,16,2005
Kim,245,16,2005
Lia,245,16,2005
Demi,245,16,2005
Blaithin,245,16,2005
Francesca,245,16,2005
Alanah,245,16,2005
Anastasia,245,16,2005
Orna,245,16,2005
Madison,256,15,2005
Riona,256,15,2005
Yasmin,256,15,2005
Poppy,256,15,2005
Avril,256,15,2005
Kaci,256,15,2005
Christine,256,15,2005
Libby,263,14,2005
Helena,263,14,2005
Heidi,263,14,2005
Maebh,263,14,2005
Jill,263,14,2005
Sadie,263,14,2005
Ria,263,14,2005
Nessa,263,14,2005
Clare,263,14,2005
Kerrie,263,14,2005
Amie,263,14,2005
Morgan,263,14,2005
Colleen,263,14,2005
Paula,263,14,2005
Cassie,277,13,2005
Siun,277,13,2005
Teagan,277,13,2005
Karen,277,13,2005
Sharon,277,13,2005
Keela,277,13,2005
Lea,277,13,2005
Una,277,13,2005
Ana,277,13,2005
Daniella,277,13,2005
Lucie,277,13,2005
Allie,277,13,2005
Carrie,277,13,2005
Jemma,277,13,2005
Caitriona,277,13,2005
Favour,277,13,2005
Aoibh,277,13,2005
Miriam,277,13,2005
Orlagh,277,13,2005
Donna,277,13,2005
Jayne,277,13,2005
Kaitlin,277,13,2005
Bianca,277,13,2005
Ashley,300,12,2005
Nina,300,12,2005
Lola,300,12,2005
Carly,300,12,2005
Sally,300,12,2005
Jorja,300,12,2005
Neasa,300,12,2005
Leila,300,12,2005
Abbi,300,12,2005
Tess,300,12,2005
Enya,300,12,2005
Caithlin,300,12,2005
Caoilainn,300,12,2005
Halle,300,12,2005
Jodi,300,12,2005
Gillian,300,12,2005
Lillian,300,12,2005
Lorraine,300,12,2005
Hope,300,12,2005
Eilis,300,12,2005
Aleksandra,320,11,2005
Aideen,320,11,2005
Diana,320,11,2005
Juliet,320,11,2005
Edel,320,11,2005
Summer,320,11,2005
Beibhinn,320,11,2005
Kara,320,11,2005
Laila,320,11,2005
Charlie,320,11,2005
Melanie,320,11,2005
Sadbh,320,11,2005
Erika,320,11,2005
Simone,320,11,2005
Jasmin,320,11,2005
Meghan,320,11,2005
Ashleigh,320,11,2005
Bonnie,320,11,2005
Angela,320,11,2005
Kayley,320,11,2005
Elise,320,11,2005
Jessie,320,11,2005
Princess,320,11,2005
Denise,320,11,2005
Rhiannon,320,11,2005
Kimberley,320,11,2005
Paris,320,11,2005
Emilia,347,10,2005
Maggie,347,10,2005
Shania,347,10,2005
Bethany,347,10,2005
Josephine,347,10,2005
Joy,347,10,2005
Beatrice,347,10,2005
Kasey,347,10,2005
Aisha,347,10,2005
Eliza,347,10,2005
Emilie,347,10,2005
Fia,347,10,2005
Martina,347,10,2005
Aleesha,347,10,2005
Angelina,347,10,2005
Cerys,347,10,2005
Eileen,347,10,2005
Johanna,347,10,2005
Katelynn,347,10,2005
Kimberly,347,10,2005
Maire,347,10,2005
Teresa,347,10,2005
Theresa,347,10,2005
Charlene,347,10,2005
Eibhlin,347,10,2005
Nadia,372,9,2005
Rhianna,372,9,2005
Fatima,372,9,2005
Stella,372,9,2005
Annabel,372,9,2005
Phoebe,372,9,2005
Ailish,372,9,2005
April,372,9,2005
Toni,372,9,2005
Keisha,372,9,2005
Blessing,372,9,2005
Emilija,372,9,2005
Imogen,372,9,2005
Annabelle,372,9,2005
Stacey,372,9,2005
Nia,372,9,2005
Noelle,372,9,2005
Roise,372,9,2005
Valerie,372,9,2005
Genevieve,372,9,2005
Dara,372,9,2005
Jean,372,9,2005
Teegan,372,9,2005
Maryam,372,9,2005
Cait,372,9,2005
Debbie,372,9,2005
Hanna,398,8,2005
Keeley,398,8,2005
Charley,398,8,2005
Karina,398,8,2005
Deirdre,398,8,2005
Gracie,398,8,2005
Caoilinn,398,8,2005
Dawn,398,8,2005
Jenny,398,8,2005
Mariam,398,8,2005
Anne,398,8,2005
Madeleine,398,8,2005
Shakira,398,8,2005
Tiffany,398,8,2005
Iseult,398,8,2005
Laragh,398,8,2005
Pearl,398,8,2005
Kelsie,398,8,2005
Alysha,398,8,2005
Joyce,398,8,2005
Karla,398,8,2005
Kaylee,398,8,2005
Allanah,398,8,2005
Cody,398,8,2005
Liadan,398,8,2005
Fay,398,8,2005
Oliwia,424,7,2005
Karolina,424,7,2005
Caragh,424,7,2005
Joanna,424,7,2005
Gabija,424,7,2005
Rhea,424,7,2005
Savannah,424,7,2005
Yasmine,424,7,2005
Pia,424,7,2005
Brid,424,7,2005
Rosa,424,7,2005
Scarlett,424,7,2005
Caoilfhionn,424,7,2005
Aibhe,424,7,2005
Kiara,424,7,2005
Maisie,424,7,2005
Robin,424,7,2005
Alexandria,424,7,2005
Julianne,424,7,2005
Nell,424,7,2005
Rosemary,424,7,2005
Alexia,424,7,2005
Britney,424,7,2005
Renee,424,7,2005
Cayla,424,7,2005
Mai,424,7,2005
Philomena,424,7,2005
Sian,424,7,2005
Davina,424,7,2005
Tammy,424,7,2005
Carmen,424,7,2005
Codie,424,7,2005
Mackenzie,424,7,2005
Mikaela,424,7,2005
Candice,424,7,2005
Rania,424,7,2005
Tamzin,424,7,2005
Natalia,461,6,2005
Gabriela,461,6,2005
Alesha,461,6,2005
Sandra,461,6,2005
Zoey,461,6,2005
Joanne,461,6,2005
Paulina,461,6,2005
Cadhla,461,6,2005
Suzanne,461,6,2005
Gabriele,461,6,2005
Shonagh,461,6,2005
Daniela,461,6,2005
Gabriella,461,6,2005
Lillie,461,6,2005
Nancy,461,6,2005
Precious,461,6,2005
Rianna,461,6,2005
Sarah-Jane,461,6,2005
Tianna,461,6,2005
Ayesha,461,6,2005
Dayna,461,6,2005
Evelina,461,6,2005
Leanna,461,6,2005
Zainab,461,6,2005
Ashlee,461,6,2005
Breanna,461,6,2005
Farrah,461,6,2005
Jacqueline,461,6,2005
Kyla,461,6,2005
Maura,461,6,2005
Katrina,461,6,2005
Kaya,461,6,2005
Klara,461,6,2005
Teigan,461,6,2005
Aileen,461,6,2005
Aobh,461,6,2005
Aoibha,461,6,2005
Eryn,461,6,2005
Georgina,461,6,2005
Hana,461,6,2005
Kadie,461,6,2005
Leigha,461,6,2005
Tanisha,461,6,2005
Dervla,461,6,2005
Emelia,461,6,2005
Gwen,461,6,2005
Harriet,461,6,2005
Iman,461,6,2005
Irene,461,6,2005
Joan,461,6,2005
Liadh,461,6,2005
Lilian,461,6,2005
Alina,461,6,2005
Audrey,461,6,2005
Bobbi,461,6,2005
Ebony,461,6,2005
Eden,461,6,2005
Breda,461,6,2005
Siena,461,6,2005
Annette,461,6,2005
Olamide,461,6,2005
Shelby,461,6,2005
Lena,523,5,2005
Matilda,523,5,2005
Darcy,523,5,2005
Sabrina,523,5,2005
Tessa,523,5,2005
Arianna,523,5,2005
Deirbhile,523,5,2005
Elsie,523,5,2005
Louisa,523,5,2005
Samanta,523,5,2005
Katlyn,523,5,2005
Vivienne,523,5,2005
Carol,523,5,2005
Catriona,523,5,2005
Makayla,523,5,2005
Thea,523,5,2005
Aobha,523,5,2005
Celine,523,5,2005
Connie,523,5,2005
Hayleigh,523,5,2005
Keely,523,5,2005
Polly,523,5,2005
Briana,523,5,2005
Cassandra,523,5,2005
Elsa,523,5,2005
Jillian,523,5,2005
Kym,523,5,2005
Therese,523,5,2005
Yvonne,523,5,2005
Aleisha,523,5,2005
Anita,523,5,2005
Antonia,523,5,2005
Anya,523,5,2005
Geraldine,523,5,2005
Glory,523,5,2005
Lainey,523,5,2005
Olwyn,523,5,2005
Saibh,523,5,2005
May,523,5,2005
Ailis,523,5,2005
Brona,523,5,2005
Marianne,523,5,2005
Camille,523,5,2005
Chanel,523,5,2005
Joni,523,5,2005
Liana,523,5,2005
Rowan,523,5,2005
Saskia,523,5,2005
Tilly,523,5,2005
Vicky,523,5,2005
Aliyat,523,5,2005
Carys,523,5,2005
Isibeal,523,5,2005
Jaime,523,5,2005
Jemima,523,5,2005
Justine,523,5,2005
Keelan,523,5,2005
Kelli,523,5,2005
Leigh,523,5,2005
Lynn,523,5,2005
Marisa,523,5,2005
Rosaleen,523,5,2005
Shannen,523,5,2005
Temiloluwa,523,5,2005
Wiktoria,587,4,2005
Kyra,587,4,2005
Rihanna,587,4,2005
Ayla,587,4,2005
India,587,4,2005
Patrycja,587,4,2005
Eilish,587,4,2005
Mischa,587,4,2005
Veronica,587,4,2005
Eloise,587,4,2005
Isla,587,4,2005
Adriana,587,4,2005
Cathy,587,4,2005
Chelsey,587,4,2005
Madeline,587,4,2005
Winnie,587,4,2005
Monika,587,4,2005
Edie,587,4,2005
Isabell,587,4,2005
Leonie,587,4,2005
Amira,587,4,2005
Brigid,587,4,2005
Callie,587,4,2005
Cristina,587,4,2005
Esme,587,4,2005
Fionnuala,587,4,2005
Kacie,587,4,2005
Kira,587,4,2005
Mercy,587,4,2005
Miya,587,4,2005
Monica,587,4,2005
Saffron,587,4,2005
Tanya,587,4,2005
Tracy,587,4,2005
Aoise,587,4,2005
Crystal,587,4,2005
Dana,587,4,2005
Deimante,587,4,2005
Judith,587,4,2005
Julianna,587,4,2005
Marissa,587,4,2005
Nikki,587,4,2005
Tiana,587,4,2005
Abaigh,587,4,2005
Alva,587,4,2005
Amina,587,4,2005
Cate,587,4,2005
Ceili,587,4,2005
Celina,587,4,2005
Delia,587,4,2005
Ellie-May,587,4,2005
Keri,587,4,2005
Kitty,587,4,2005
Neha,587,4,2005
Norah,587,4,2005
Sabina,587,4,2005
Ailise,587,4,2005
Alanagh,587,4,2005
Alexis,587,4,2005
Chantal,587,4,2005
Chantel,587,4,2005
Charli,587,4,2005
Edith,587,4,2005
Etain,587,4,2005
Frances,587,4,2005
Honey,587,4,2005
Kelis,587,4,2005
Arwen,587,4,2005
Cianna,587,4,2005
Darcie,587,4,2005
Debora,587,4,2005
Hafsa,587,4,2005
Kila,587,4,2005
Mila,587,4,2005
Moira,587,4,2005
Noor,587,4,2005
Seona,587,4,2005
Sonia,587,4,2005
Sydney,587,4,2005
Tina,587,4,2005
Aishat,587,4,2005
Alishia,587,4,2005
Allana,587,4,2005
Ayisha,587,4,2005
Crea,587,4,2005
Erinn,587,4,2005
Hillary,587,4,2005
Ivana,587,4,2005
Jeanne,587,4,2005
Jing,587,4,2005
Jody,587,4,2005
Jolie,587,4,2005
Kaileigh,587,4,2005
Kaleigh,587,4,2005
Labhaoise,587,4,2005
Meadbh,587,4,2005
Phoenix,587,4,2005
Polina,587,4,2005
Roseanne,587,4,2005
Shanice,587,4,2005
Tiegan,587,4,2005
Trinity,587,4,2005
Zuzanna,689,3,2005
Kamile,689,3,2005
Isobelle,689,3,2005
Ada,689,3,2005
Sive,689,3,2005
Willow,689,3,2005
Katy,689,3,2005
Milena,689,3,2005
Myah,689,3,2005
Seana,689,3,2005
Bernadette,689,3,2005
Bronwyn,689,3,2005
Divine,689,3,2005
Elisa,689,3,2005
Mary-Kate,689,3,2005
Meg,689,3,2005
Milly,689,3,2005
Sine,689,3,2005
Adele,689,3,2005
Gloria,689,3,2005
Iris,689,3,2005
Liliana,689,3,2005
Mae,689,3,2005
Reiltin,689,3,2005
Susannah,689,3,2005
Veronika,689,3,2005
Aela,689,3,2005
Angelica,689,3,2005
Chiara,689,3,2005
Denisa,689,3,2005
Hallie,689,3,2005
Lili,689,3,2005
Pamela,689,3,2005
Romy,689,3,2005
Selena,689,3,2005
Shayna,689,3,2005
Yusra,689,3,2005
Amna,689,3,2005
Anais,689,3,2005
Eire,689,3,2005
Elana,689,3,2005
Elisabeth,689,3,2005
Elodie,689,3,2005
Fodhla,689,3,2005
Gina,689,3,2005
Isolde,689,3,2005
Izabela,689,3,2005
Jazmine,689,3,2005
Leia,689,3,2005
Lila,689,3,2005
Lile,689,3,2005
Micheala,689,3,2005
Olive,689,3,2005
Pippa,689,3,2005
Racheal,689,3,2005
Rosanna,689,3,2005
Samira,689,3,2005
Selina,689,3,2005
Sheana,689,3,2005
Tabitha,689,3,2005
Alissa,689,3,2005
Amalia,689,3,2005
Annmarie,689,3,2005
Ann-Marie,689,3,2005
Cecilia,689,3,2005
Chelsy,689,3,2005
Colette,689,3,2005
Eimhin,689,3,2005
Elva,689,3,2005
Jadine,689,3,2005
Jordan,689,3,2005
Kaelin,689,3,2005
Lilia,689,3,2005
Lyndsey,689,3,2005
Adela,689,3,2005
Alba,689,3,2005
Alisia,689,3,2005
Ayah,689,3,2005
Barbara,689,3,2005
Beau,689,3,2005
Bernice,689,3,2005
Cailin,689,3,2005
Cindy,689,3,2005
Dakota,689,3,2005
Dorothy,689,3,2005
Felicity,689,3,2005
Guste,689,3,2005
Hailey,689,3,2005
Juno,689,3,2005
Kenzie,689,3,2005
Leena,689,3,2005
Luisa,689,3,2005
Melody,689,3,2005
Orlaigh,689,3,2005
Sibeal,689,3,2005
Susanna,689,3,2005
Syeda,689,3,2005
Abeeha,689,3,2005
Aicha,689,3,2005
Aimie,689,3,2005
Alannagh,689,3,2005
Anisa,689,3,2005
Antoinette,689,3,2005
Ayse,689,3,2005
Beverley,689,3,2005
Bobbie,689,3,2005
Brenda,689,3,2005
Brianne,689,3,2005
Bridin,689,3,2005
Brodie,689,3,2005
Cadence,689,3,2005
Cameron,689,3,2005
Cariosa,689,3,2005
Casandra,689,3,2005
Charlize,689,3,2005
Charly,689,3,2005
Charmaine,689,3,2005
Chidera,689,3,2005
Chisom,689,3,2005
Christy,689,3,2005
Ciana,689,3,2005
Coco,689,3,2005
Danni,689,3,2005
Deirbhle,689,3,2005
Eibhe,689,3,2005
Ella-Marie,689,3,2005
Fathia,689,3,2005
Freyja,689,3,2005
Georgiana,689,3,2005
Hiba,689,3,2005
Ifeoma,689,3,2005
Iqra,689,3,2005
Janelle,689,3,2005
Jolene,689,3,2005
Keila,689,3,2005
Kerry-Ann,689,3,2005
Kodi,689,3,2005
Kori,689,3,2005
Laiba,689,3,2005
Latifa,689,3,2005
Liv,689,3,2005
Lynda,689,3,2005
Marguerite,689,3,2005
Maryanne,689,3,2005
Mckenzie,689,3,2005
Mihaela,689,3,2005
Millicent,689,3,2005
Miracle,689,3,2005
Miranda,689,3,2005
Nisha,689,3,2005
Oluwadamilola,689,3,2005
Oonagh,689,3,2005
Oreoluwa,689,3,2005
Peace,689,3,2005
Portia,689,3,2005
Queen,689,3,2005
Raghad,689,3,2005
Rahela,689,3,2005
Raonaid,689,3,2005
Reanna,689,3,2005
Rhian,689,3,2005
Rhianne,689,3,2005
Riham,689,3,2005
Roxanne,689,3,2005
Sage,689,3,2005
Samia,689,3,2005
Saorise,689,3,2005
Shanessa,689,3,2005
Shawna,689,3,2005
Temitope,689,3,2005
Trisha,689,3,2005
Vera,689,3,2005
Viola,689,3,2005
Yu Xin,689,3,2005
Yvette,689,3,2005
Zi,689,3,2005
Tea,689,3,2005
Bonita,689,3,2005
Brieanna,689,3,2005
Sarah,1,698,2006
Emma,2,593,2006
Katie,3,571,2006
Aoife,4,546,2006
Sophie,5,497,2006
Ava,6,463,2006
Grace,7,450,2006
Ella,8,447,2006
Leah,9,444,2006
Ciara,10,408,2006
Emily,11,396,2006
Amy,11,396,2006
Lucy,13,390,2006
Chloe,14,375,2006
Caoimhe,15,363,2006
Hannah,16,357,2006
Rachel,17,355,2006
Niamh,18,350,2006
Rebecca,19,324,2006
Jessica,20,322,2006
Anna,21,320,2006
Lauren,21,320,2006
Kate,23,307,2006
Laura,24,248,2006
Molly,25,235,2006
Mia,25,235,2006
Roisin,27,233,2006
Aisling,28,224,2006
Saoirse,29,217,2006
Ellie,30,215,2006
Abbie,31,211,2006
Megan,32,210,2006
Holly,33,203,2006
Ellen,34,196,2006
Erin,34,196,2006
Nicole,36,191,2006
Aine,37,175,2006
Tara,38,173,2006
Shauna,39,162,2006
Clodagh,40,161,2006
Ruby,41,158,2006
Lily,42,153,2006
Katelyn,43,152,2006
Eva,44,146,2006
Abigail,44,146,2006
Caitlin,46,143,2006
Zoe,47,141,2006
Eimear,48,138,2006
Shannon,49,137,2006
Isabelle,50,129,2006
Aimee,51,128,2006
Mary,52,124,2006
Orla,52,124,2006
Alannah,54,121,2006
Olivia,55,120,2006
Aoibhe,55,120,2006
Eve,57,117,2006
Kayleigh,58,115,2006
Kayla,59,112,2006
Eabha,60,111,2006
Sinead,61,110,2006
Robyn,62,108,2006
Elizabeth,63,106,2006
Isabella,64,99,2006
Amber,65,95,2006
Maria,66,92,2006
Cara,67,91,2006
Isabel,68,88,2006
Sophia,69,87,2006
Charlotte,70,86,2006
Julia,71,85,2006
Jennifer,72,84,2006
Orlaith,73,83,2006
Amelia,74,80,2006
Faye,74,80,2006
Sadhbh,76,78,2006
Aoibheann,76,78,2006
Jade,78,76,2006
Alexandra,79,75,2006
Alice,80,74,2006
Clara,80,74,2006
Alisha,82,73,2006
Alex,82,73,2006
Aoibhinn,84,71,2006
Alanna,84,71,2006
Grainne,86,70,2006
Jasmine,87,68,2006
Maeve,88,67,2006
Hazel,88,67,2006
Zara,90,65,2006
Heather,91,63,2006
Louise,92,62,2006
Abby,93,61,2006
Jane,94,60,2006
Ruth,94,60,2006
Alana,94,60,2006
Lisa,97,58,2006
Claire,97,58,2006
Catherine,99,57,2006
Victoria,100,55,2006
Alicia,100,55,2006
Alison,100,55,2006
Kelly,100,55,2006
Isobel,104,54,2006
Sorcha,104,54,2006
Abi,104,54,2006
Sara,107,53,2006
Millie,107,53,2006
Michelle,107,53,2006
Lara,110,52,2006
Ailbhe,110,52,2006
Laoise,112,51,2006
Fiona,113,50,2006
Meabh,113,50,2006
Georgia,113,50,2006
Mya,113,50,2006
Keira,117,49,2006
Taylor,118,48,2006
Hayley,118,48,2006
Danielle,120,47,2006
Andrea,121,46,2006
Ali,122,45,2006
Naoise,122,45,2006
Sofia,122,45,2006
Jodie,125,43,2006
Siobhan,125,43,2006
Hollie,125,43,2006
Brooke,128,42,2006
Emer,128,42,2006
Annie,130,41,2006
Chelsea,130,41,2006
Casey,130,41,2006
Melissa,130,41,2006
Natasha,130,41,2006
Muireann,135,40,2006
Freya,135,40,2006
Maya,135,40,2006
Lilly,135,40,2006
Margaret,135,40,2006
Naomi,140,39,2006
Aoibhin,141,37,2006
Leanne,142,36,2006
Sienna,142,36,2006
Stephanie,142,36,2006
Meadhbh,142,36,2006
Gemma,146,35,2006
Rhianna,146,35,2006
Michaela,148,34,2006
Nicola,148,34,2006
Rose,148,34,2006
Faith,148,34,2006
Tori,152,33,2006
Abbey,152,33,2006
Carla,152,33,2006
Kelsey,152,33,2006
Erica,152,33,2006
Rachael,152,33,2006
Evelyn,152,33,2006
Siofra,159,32,2006
Beth,159,32,2006
Layla,161,31,2006
Evie,161,31,2006
Keelin,161,31,2006
Martha,161,31,2006
Madison,165,30,2006
Daisy,165,30,2006
Kaitlyn,165,30,2006
Bridget,165,30,2006
Doireann,169,29,2006
Kathleen,169,29,2006
Jenna,169,29,2006
Riona,169,29,2006
Courtney,169,29,2006
Julie,174,28,2006
Cliodhna,174,28,2006
Nadine,174,28,2006
Lorna,177,27,2006
Eleanor,178,26,2006
Cora,178,26,2006
Emilia,178,26,2006
Amanda,178,26,2006
Kacey,178,26,2006
Chantelle,178,26,2006
Helen,178,26,2006
Erika,178,26,2006
Aishling,186,25,2006
Kirsten,186,25,2006
Caragh,186,25,2006
Blathnaid,186,25,2006
Mairead,186,25,2006
Moya,191,24,2006
Elena,191,24,2006
Yasmin,191,24,2006
